id	category_id	course_name	skills	target_role	difficulty_level	short_description	prerequisites	learner_count	price	rating
244	7	Tableau 与 Power BI 商业智能商业仪表盘设计	数据可视化,MySQL	数据可视化专家	1	本课程围绕 Tableau 与 Power BI 商业智能商业仪表盘设计 展开，系统性讲解 数据可视化、MySQL 等核心技术栈，助力学员胜任 数据可视化专家 岗位要求。	具备基本编程语法基础与计算机网络常识	7528	99.00	4.76
245	7	Apache DolphinScheduler / Airflow 大数据工作流调度	Python,Linux,DevOps	数据调度工程师	2	本课程围绕 Apache DolphinScheduler / Airflow 大数据工作流调度 展开，系统性讲解 Python、Linux、DevOps 等核心技术栈，助力学员胜任 数据调度工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	16377	499.00	4.95
246	7	PySpark 大规模数据清洗与分布式机器学习 Pipeline	Python,机器学习	数据开发工程师	2	本课程围绕 PySpark 大规模数据清洗与分布式机器学习 Pipeline 展开，系统性讲解 Python、机器学习 等核心技术栈，助力学员胜任 数据开发工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	6114	299.00	4.82
247	7	统计学在业务分析中的实战：假设检验与 A/B 测试	Python,机器学习	数据分析师	1	本课程围绕 统计学在业务分析中的实战：假设检验与 A/B 测试 展开，系统性讲解 Python、机器学习 等核心技术栈，助力学员胜任 数据分析师 岗位要求。	具备基本编程语法基础与计算机网络常识	3471	99.00	4.89
248	7	Kafka + Flink + Redis 构建实时点击流用户画像	Java,Redis,高并发	实时计算工程师	3	本课程围绕 Kafka + Flink + Redis 构建实时点击流用户画像 展开，系统性讲解 Java、Redis、高并发 等核心技术栈，助力学员胜任 实时计算工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	7722	499.00	4.76
249	7	企业数据治理中台：数据血缘、元数据管理与质量监控	Java,MySQL	数据治理专家	3	本课程围绕 企业数据治理中台：数据血缘、元数据管理与质量监控 展开，系统性讲解 Java、MySQL 等核心技术栈，助力学员胜任 数据治理专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	9159	299.00	4.92
250	7	Apache Hudi 数据湖核心原理与增量写入实战	Java,系统编程	数据湖架构师	3	本课程围绕 Apache Hudi 数据湖核心原理与增量写入实战 展开，系统性讲解 Java、系统编程 等核心技术栈，助力学员胜任 数据湖架构师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	6576	129.00	4.97
251	7	用户增长与用户生命周期 (LTV / RFM) 建模实战	Python,MySQL	数据分析师	2	本课程围绕 用户增长与用户生命周期 (LTV / RFM) 建模实战 展开，系统性讲解 Python、MySQL 等核心技术栈，助力学员胜任 数据分析师 岗位要求。	熟练掌握常用开发语言与数据库操作	21257	0.00	4.95
252	7	HBase 分布式海量列式存储与 RowKey 设计艺术	Java,高并发,系统编程	大数据开发工程师	2	本课程围绕 HBase 分布式海量列式存储与 RowKey 设计艺术 展开，系统性讲解 Java、高并发、系统编程 等核心技术栈，助力学员胜任 大数据开发工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	35346	129.00	4.86
253	7	Spark 性能调优：内存模型、Shuffle 机制与倾斜解决	Java,系统编程,高并发	大数据计算专家	3	本课程围绕 Spark 性能调优：内存模型、Shuffle 机制与倾斜解决 展开，系统性讲解 Java、系统编程、高并发 等核心技术栈，助力学员胜任 大数据计算专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	22547	399.00	4.87
254	7	DataX / Sqoop 异构数据源高效全量与增量同步	Java,MySQL,Linux	数据开发工程师	1	本课程围绕 DataX / Sqoop 异构数据源高效全量与增量同步 展开，系统性讲解 Java、MySQL、Linux 等核心技术栈，助力学员胜任 数据开发工程师 岗位要求。	具备基本编程语法基础与计算机网络常识	13538	399.00	4.79
255	7	Seaborn 与 Plotly 交互式高级统计数据可视化	Python,数据可视化	数据可视化开发	1	本课程围绕 Seaborn 与 Plotly 交互式高级统计数据可视化 展开，系统性讲解 Python、数据可视化 等核心技术栈，助力学员胜任 数据可视化开发 岗位要求。	具备基本编程语法基础与计算机网络常识	14406	299.00	4.84
256	7	Flink 状态机制 State 与 Checkpoint 容错底层解密	Java,高并发,系统编程	实时计算工程师	3	本课程围绕 Flink 状态机制 State 与 Checkpoint 容错底层解密 展开，系统性讲解 Java、高并发、系统编程 等核心技术栈，助力学员胜任 实时计算工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	15427	129.00	4.72
257	7	Ranger + Kerberos 大数据安全权限中台认证实战	网络安全,Linux,Java	大数据安全工程师	3	本课程围绕 Ranger + Kerberos 大数据安全权限中台认证实战 展开，系统性讲解 网络安全、Linux、Java 等核心技术栈，助力学员胜任 大数据安全工程师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	8021	99.00	4.91
258	7	电商电商平台全链路指标体系构建与归因分析	MySQL,数据可视化	数据分析师	2	本课程围绕 电商电商平台全链路指标体系构建与归因分析 展开，系统性讲解 MySQL、数据可视化 等核心技术栈，助力学员胜任 数据分析师 岗位要求。	熟练掌握常用开发语言与数据库操作	11124	499.00	4.83
259	7	实时数仓与离线数仓 Lambda / Kappa 架构演进之路	Java,MySQL,高并发	大数据架构师	3	本课程围绕 实时数仓与离线数仓 Lambda / Kappa 架构演进之路 展开，系统性讲解 Java、MySQL、高并发 等核心技术栈，助力学员胜任 大数据架构师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	4263	499.00	4.97
260	7	Presto / Trino 分布式跨数据源极速交互式查询	Java,MySQL,高并发	大数据开发工程师	2	本课程围绕 Presto / Trino 分布式跨数据源极速交互式查询 展开，系统性讲解 Java、MySQL、高并发 等核心技术栈，助力学员胜任 大数据开发工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	20446	249.00	4.85
261	7	精通 Excel 高级数据处理、PowerQuery 与动态透视表	数据可视化	数据分析师	1	本课程围绕 精通 Excel 高级数据处理、PowerQuery 与动态透视表 展开，系统性讲解 数据可视化 等核心技术栈，助力学员胜任 数据分析师 岗位要求。	具备基本编程语法基础与计算机网络常识	17612	0.00	4.77
262	7	Spark Streaming 准实时微批流处理核心实战	Java,Python,高并发	大数据开发工程师	2	本课程围绕 Spark Streaming 准实时微批流处理核心实战 展开，系统性讲解 Java、Python、高并发 等核心技术栈，助力学员胜任 大数据开发工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	21656	159.00	4.78
263	7	ClickHouse 与 Flink 强强联手：打造毫秒级分析看板	MySQL,Java,高并发,数据可视化	大数据架构师	3	本课程围绕 ClickHouse 与 Flink 强强联手：打造毫秒级分析看板 展开，系统性讲解 MySQL、Java、高并发、数据可视化 等核心技术栈，助力学员胜任 大数据架构师 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	26647	249.00	4.87
264	7	Parquet 与 ORC 列式存储文件格式底层编码原理	系统编程,Java	数据开发工程师	2	本课程围绕 Parquet 与 ORC 列式存储文件格式底层编码原理 展开，系统性讲解 系统编程、Java 等核心技术栈，助力学员胜任 数据开发工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	2029	99.00	4.77
265	7	Python 科学计算与运筹优化 (Scipy / PuLP) 实战	Python,机器学习	数据科学工程师	2	本课程围绕 Python 科学计算与运筹优化 (Scipy / PuLP) 实战 展开，系统性讲解 Python、机器学习 等核心技术栈，助力学员胜任 数据科学工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	6890	199.00	4.73
266	8	Kali Linux 渗透测试与内网攻防红蓝对抗实战	网络安全,Linux,网络编程	渗透测试专家	3	本课程围绕 Kali Linux 渗透测试与内网攻防红蓝对抗实战 展开，系统性讲解 网络安全、Linux、网络编程 等核心技术栈，助力学员胜任 渗透测试专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	14725	129.00	4.98
267	8	Web 安全攻防全景：SQL注入、XSS 与文件上传漏洞	网络安全,JavaScript,MySQL	Web安全工程师	2	本课程围绕 Web 安全攻防全景：SQL注入、XSS 与文件上传漏洞 展开，系统性讲解 网络安全、JavaScript、MySQL 等核心技术栈，助力学员胜任 Web安全工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	10108	99.00	4.92
268	8	Java 代码安全审计与常见漏洞挖掘实战	Java,网络安全,SpringBoot	安全审计专家	3	本课程围绕 Java 代码安全审计与常见漏洞挖掘实战 展开，系统性讲解 Java、网络安全、SpringBoot 等核心技术栈，助力学员胜任 安全审计专家 岗位要求。	具备 2 年以上中大型系统开发与架构实战经验	32392	129.00	4.80
269	8	应用密码学精粹：RSA、ECC 与国密 SM2/3/4 实战	网络安全,系统编程	密码学工程师	2	本课程围绕 应用密码学精粹：RSA、ECC 与国密 SM2/3/4 实战 展开，系统性讲解 网络安全、系统编程 等核心技术栈，助力学员胜任 密码学工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	12908	249.00	4.92
270	8	企业级防火墙、WAF 配置与 DDoS 流量清洗实战	网络安全,Linux,网络编程	安全运维工程师	2	本课程围绕 企业级防火墙、WAF 配置与 DDoS 流量清洗实战 展开，系统性讲解 网络安全、Linux、网络编程 等核心技术栈，助力学员胜任 安全运维工程师 岗位要求。	熟练掌握常用开发语言与数据库操作	35398	499.00	4.82
